mt_ssa,scm1_ssa,scm2_ssa,mt_pi,scm1_pi,scm2_pi,opc,mt,scm1,scm2,water,fa,ca,sp,age,strength
6000.0,4875.0,0.0,84.73,87.2,0.0,190.0,133.0,57.0,0.0,152.0,825.0,1093.0,4.0,3.0,21.2
6000.0,4875.0,0.0,84.73,87.2,0.0,190.0,133.0,57.0,0.0,152.0,825.0,1093.0,4.0,7.0,32.2
6000.0,4875.0,0.0,84.73,87.2,0.0,190.0,133.0,57.0,0.0,152.0,825.0,1093.0,4.0,28.0,38.5
6000.0,4875.0,0.0,84.73,87.2,0.0,190.0,133.0,57.0,0.0,152.0,825.0,1093.0,4.0,90.0,49.8
4500.0,0.0,4850.0,83.04,0.0,43.5,113.0,79.0,0.0,185.0,147.0,840.0,1018.0,3.4,3.0,11.3
4500.0,0.0,4850.0,83.04,0.0,43.5,113.0,79.0,0.0,185.0,147.0,840.0,1018.0,3.4,7.0,26.8
4500.0,0.0,4850.0,83.04,0.0,43.5,113.0,79.0,0.0,185.0,147.0,840.0,1018.0,3.4,28.0,36.3
4500.0,0.0,4850.0,83.04,0.0,43.5,113.0,79.0,0.0,185.0,147.0,840.0,1018.0,3.4,90.0,43.8
4500.0,0.0,4850.0,83.04,0.0,43.5,113.0,132.0,0.0,132.0,143.0,840.0,1018.0,3.4,3.0,9.6
4500.0,0.0,4850.0,83.04,0.0,43.5,113.0,132.0,0.0,132.0,143.0,840.0,1018.0,3.4,7.0,23.9
4500.0,0.0,4850.0,83.04,0.0,43.5,113.0,132.0,0.0,132.0,143.0,840.0,1018.0,3.4,28.0,34.8
4500.0,0.0,4850.0,83.04,0.0,43.5,113.0,132.0,0.0,132.0,143.0,840.0,1018.0,3.4,90.0,42.9
4500.0,0.0,4850.0,83.04,0.0,43.5,113.0,185.0,0.0,79.0,140.0,840.0,1018.0,3.4,3.0,6.9
4500.0,0.0,4850.0,83.04,0.0,43.5,113.0,185.0,0.0,79.0,140.0,840.0,1018.0,3.4,7.0,19.1
4500.0,0.0,4850.0,83.04,0.0,43.5,113.0,185.0,0.0,79.0,140.0,840.0,1018.0,3.4,28.0,32.9
4500.0,0.0,4850.0,83.04,0.0,43.5,113.0,185.0,0.0,79.0,140.0,840.0,1018.0,3.4,90.0,34.2
4500.0,0.0,0.0,83.04,0.0,0.0,113.0,264.0,0.0,0.0,136.0,840.0,1018.0,3.4,3.0,4.2
4500.0,0.0,0.0,83.04,0.0,0.0,113.0,264.0,0.0,0.0,136.0,840.0,1018.0,3.4,7.0,17.4
4500.0,0.0,0.0,83.04,0.0,0.0,113.0,264.0,0.0,0.0,136.0,840.0,1018.0,3.4,28.0,28.6
4500.0,0.0,0.0,83.04,0.0,0.0,113.0,264.0,0.0,0.0,136.0,840.0,1018.0,3.4,90.0,30.4
4500.0,0.0,4850.0,83.04,0.0,43.5,191.0,86.0,0.0,201.0,134.0,725.0,1071.0,6.7,3.0,22.1
4500.0,0.0,4850.0,83.04,0.0,43.5,191.0,86.0,0.0,201.0,134.0,725.0,1071.0,6.7,7.0,48.7
4500.0,0.0,4850.0,83.04,0.0,43.5,191.0,86.0,0.0,201.0,134.0,725.0,1071.0,6.7,28.0,64.4
4500.0,0.0,4850.0,83.04,0.0,43.5,191.0,86.0,0.0,201.0,134.0,725.0,1071.0,6.7,90.0,77.0
4500.0,0.0,4850.0,83.04,0.0,43.5,191.0,144.0,0.0,144.0,129.0,725.0,1071.0,6.7,3.0,19.8
4500.0,0.0,4850.0,83.04,0.0,43.5,191.0,144.0,0.0,144.0,129.0,725.0,1071.0,6.7,7.0,44.9
4500.0,0.0,4850.0,83.04,0.0,43.5,191.0,144.0,0.0,144.0,129.0,725.0,1071.0,6.7,28.0,64.1
4500.0,0.0,4850.0,83.04,0.0,43.5,191.0,144.0,0.0,144.0,129.0,725.0,1071.0,6.7,90.0,71.5
4500.0,0.0,4850.0,83.04,0.0,43.5,191.0,201.0,0.0,86.0,124.0,725.0,1071.0,6.7,3.0,15.7
4500.0,0.0,4850.0,83.04,0.0,43.5,191.0,201.0,0.0,86.0,124.0,725.0,1071.0,6.7,7.0,34.5
4500.0,0.0,4850.0,83.04,0.0,43.5,191.0,201.0,0.0,86.0,124.0,725.0,1071.0,6.7,28.0,53.8
4500.0,0.0,4850.0,83.04,0.0,43.5,191.0,201.0,0.0,86.0,124.0,725.0,1071.0,6.7,90.0,58.4
4500.0,0.0,0.0,83.04,0.0,0.0,191.0,287.0,0.0,0.0,119.0,725.0,1071.0,6.7,3.0,8.1
4500.0,0.0,0.0,83.04,0.0,0.0,191.0,287.0,0.0,0.0,119.0,725.0,1071.0,6.7,7.0,29.9
4500.0,0.0,0.0,83.04,0.0,0.0,191.0,287.0,0.0,0.0,119.0,725.0,1071.0,6.7,28.0,47.3
4500.0,0.0,0.0,83.04,0.0,0.0,191.0,287.0,0.0,0.0,119.0,725.0,1071.0,6.7,90.0,50.2
4500.0,0.0,4850.0,83.04,0.0,43.5,151.0,68.0,0.0,158.0,147.0,840.0,1018.0,3.4,28.0,43.3
4500.0,0.0,4850.0,83.04,0.0,43.5,151.0,68.0,0.0,158.0,147.0,840.0,1018.0,3.4,90.0,53.6
4500.0,0.0,4850.0,83.04,0.0,43.5,151.0,113.0,0.0,113.0,143.0,840.0,1018.0,3.4,28.0,40.9
4500.0,0.0,4850.0,83.04,0.0,43.5,151.0,113.0,0.0,113.0,143.0,840.0,1018.0,3.4,90.0,49.8
4500.0,0.0,4850.0,83.04,0.0,43.5,151.0,158.0,0.0,68.0,140.0,840.0,1018.0,3.4,28.0,36.0
4500.0,0.0,4850.0,83.04,0.0,43.5,151.0,158.0,0.0,68.0,140.0,840.0,1018.0,3.4,90.0,41.6
4500.0,0.0,0.0,83.04,0.0,0.0,151.0,226.0,0.0,0.0,136.0,840.0,1018.0,3.4,28.0,30.5
4500.0,0.0,0.0,83.04,0.0,0.0,151.0,226.0,0.0,0.0,136.0,840.0,1018.0,3.4,90.0,34.2
4500.0,0.0,4850.0,83.04,0.0,43.5,239.0,72.0,0.0,167.0,134.0,725.0,1071.0,6.7,28.0,69.7
4500.0,0.0,4850.0,83.04,0.0,43.5,239.0,72.0,0.0,167.0,134.0,725.0,1071.0,6.7,90.0,83.1
4500.0,0.0,4850.0,83.04,0.0,43.5,239.0,120.0,0.0,120.0,129.0,725.0,1071.0,6.7,28.0,63.4
4500.0,0.0,4850.0,83.04,0.0,43.5,239.0,120.0,0.0,120.0,129.0,725.0,1071.0,6.7,90.0,73.2
4500.0,0.0,4850.0,83.04,0.0,43.5,239.0,167.0,0.0,72.0,124.0,725.0,1071.0,6.7,28.0,58.3
4500.0,0.0,4850.0,83.04,0.0,43.5,239.0,167.0,0.0,72.0,124.0,725.0,1071.0,6.7,90.0,65.8
4500.0,0.0,0.0,83.04,0.0,0.0,239.0,239.0,0.0,0.0,119.0,725.0,1071.0,6.7,28.0,52.4
4500.0,0.0,0.0,83.04,0.0,0.0,239.0,239.0,0.0,0.0,119.0,725.0,1071.0,6.7,90.0,56.8
1371.0,1920.0,0.0,86.93,96.1,0.0,298.0,17.5,35.0,0.0,157.8,773.7,1210.0,1.75,7.0,29.0
1371.0,1920.0,0.0,86.93,96.1,0.0,298.0,17.5,35.0,0.0,157.8,773.7,1210.0,1.75,28.0,35.1
1371.0,1920.0,0.0,86.93,96.1,0.0,298.0,17.5,35.0,0.0,157.8,773.7,1210.0,1.75,56.0,38.8
1371.0,1920.0,0.0,86.93,96.1,0.0,280.5,35.0,35.0,0.0,157.8,773.7,1210.0,1.75,7.0,24.0
1371.0,1920.0,0.0,86.93,96.1,0.0,280.5,35.0,35.0,0.0,157.8,773.7,1210.0,1.75,28.0,33.1
1371.0,1920.0,0.0,86.93,96.1,0.0,280.5,35.0,35.0,0.0,157.8,773.7,1210.0,1.75,56.0,34.9
1371.0,1920.0,0.0,86.93,96.1,0.0,263.0,17.5,70.0,0.0,157.8,767.7,1201.0,1.75,7.0,21.5
1371.0,1920.0,0.0,86.93,96.1,0.0,263.0,17.5,70.0,0.0,157.8,767.7,1201.0,1.75,28.0,30.4
1371.0,1920.0,0.0,86.93,96.1,0.0,263.0,17.5,70.0,0.0,157.8,767.7,1201.0,1.75,56.0,32.3
1371.0,1920.0,0.0,86.93,96.1,0.0,245.6,35.0,70.0,0.0,157.8,767.7,1201.0,1.75,7.0,23.7
1371.0,1920.0,0.0,86.93,96.1,0.0,245.6,35.0,70.0,0.0,157.8,767.7,1201.0,1.75,28.0,29.6
1371.0,1920.0,0.0,86.93,96.1,0.0,245.6,35.0,70.0,0.0,157.8,767.7,1201.0,1.75,56.0,31.7
1371.0,1920.0,0.0,86.93,96.1,0.0,228.0,17.5,105.2,0.0,157.8,762.0,1191.0,1.75,7.0,19.7
1371.0,1920.0,0.0,86.93,96.1,0.0,228.0,17.5,105.2,0.0,157.8,762.0,1191.0,1.75,28.0,26.8
1371.0,1920.0,0.0,86.93,96.1,0.0,228.0,17.5,105.2,0.0,157.8,762.0,1191.0,1.75,56.0,31.9
1371.0,1920.0,0.0,86.93,96.1,0.0,210.4,35.0,105.2,0.0,157.8,762.0,1191.0,1.75,7.0,15.8
1371.0,1920.0,0.0,86.93,96.1,0.0,210.4,35.0,105.2,0.0,157.8,762.0,1191.0,1.75,28.0,21.5
1371.0,1920.0,0.0,86.93,96.1,0.0,210.4,35.0,105.2,0.0,157.8,762.0,1191.0,1.75,56.0,27.7
1371.0,1920.0,0.0,86.93,96.1,0.0,272.0,16.0,32.0,0.0,157.8,802.5,1204.0,1.75,7.0,22.0
1371.0,1920.0,0.0,86.93,96.1,0.0,272.0,16.0,32.0,0.0,157.8,802.5,1204.0,1.75,28.0,27.2
1371.0,1920.0,0.0,86.93,96.1,0.0,272.0,16.0,32.0,0.0,157.8,802.5,1204.0,1.75,56.0,35.1
1371.0,1920.0,0.0,86.93,96.1,0.0,256.0,32.0,32.0,0.0,157.8,802.5,1204.0,1.75,7.0,20.5
1371.0,1920.0,0.0,86.93,96.1,0.0,256.0,32.0,32.0,0.0,157.8,802.5,1204.0,1.75,28.0,28.2
1371.0,1920.0,0.0,86.93,96.1,0.0,256.0,32.0,32.0,0.0,157.8,802.5,1204.0,1.75,56.0,33.8
1371.0,1920.0,0.0,86.93,96.1,0.0,240.0,16.0,64.0,0.0,157.8,797.0,1195.0,1.75,7.0,20.7
1371.0,1920.0,0.0,86.93,96.1,0.0,240.0,16.0,64.0,0.0,157.8,797.0,1195.0,1.75,28.0,27.0
1371.0,1920.0,0.0,86.93,96.1,0.0,240.0,16.0,64.0,0.0,157.8,797.0,1195.0,1.75,56.0,32.7
1371.0,1920.0,0.0,86.93,96.1,0.0,224.0,32.0,64.0,0.0,157.8,797.0,1195.0,1.75,7.0,17.5
1371.0,1920.0,0.0,86.93,96.1,0.0,224.0,32.0,64.0,0.0,157.8,797.0,1195.0,1.75,28.0,24.4
1371.0,1920.0,0.0,86.93,96.1,0.0,224.0,32.0,64.0,0.0,157.8,797.0,1195.0,1.75,56.0,29.9
1371.0,1920.0,0.0,86.93,96.1,0.0,208.0,16.0,96.0,0.0,157.8,791.0,1187.0,1.75,7.0,16.1
1371.0,1920.0,0.0,86.93,96.1,0.0,208.0,16.0,96.0,0.0,157.8,791.0,1187.0,1.75,28.0,23.2
1371.0,1920.0,0.0,86.93,96.1,0.0,208.0,16.0,96.0,0.0,157.8,791.0,1187.0,1.75,56.0,29.0
1371.0,1920.0,0.0,86.93,96.1,0.0,192.0,32.0,96.0,0.0,157.8,791.0,1187.0,1.75,7.0,16.8
1371.0,1920.0,0.0,86.93,96.1,0.0,192.0,32.0,96.0,0.0,157.8,791.0,1187.0,1.75,28.0,24.1
1371.0,1920.0,0.0,86.93,96.1,0.0,192.0,32.0,96.0,0.0,157.8,791.0,1187.0,1.75,56.0,28.2
4410.0,9940.0,0.0,62.77,87.55,0.0,252.0,25.2,82.8,0.0,180.0,736.0,1104.0,2.7,7.0,18.4
4410.0,9940.0,0.0,62.77,87.55,0.0,252.0,25.2,82.8,0.0,180.0,736.0,1104.0,2.7,14.0,26.0
4410.0,9940.0,0.0,62.77,87.55,0.0,252.0,25.2,82.8,0.0,180.0,736.0,1104.0,2.7,28.0,30.2
4410.0,9940.0,0.0,62.77,87.55,0.0,252.0,50.4,57.6,0.0,180.0,736.0,1104.0,2.7,7.0,19.7
4410.0,9940.0,0.0,62.77,87.55,0.0,252.0,50.4,57.6,0.0,180.0,736.0,1104.0,2.7,14.0,26.6
4410.0,9940.0,0.0,62.77,87.55,0.0,252.0,50.4,57.6,0.0,180.0,736.0,1104.0,2.7,28.0,34.0
4410.0,9940.0,0.0,62.77,87.55,0.0,252.0,63.0,45.0,0.0,180.0,736.0,1104.0,2.7,7.0,18.8
4410.0,9940.0,0.0,62.77,87.55,0.0,252.0,63.0,45.0,0.0,180.0,736.0,1104.0,2.7,14.0,26.0
4410.0,9940.0,0.0,62.77,87.55,0.0,252.0,63.0,45.0,0.0,180.0,736.0,1104.0,2.7,28.0,31.95
4410.0,9940.0,0.0,62.77,87.55,0.0,252.0,75.6,32.4,0.0,180.0,736.0,1104.0,2.7,7.0,18.1
4410.0,9940.0,0.0,62.77,87.55,0.0,252.0,75.6,32.4,0.0,180.0,736.0,1104.0,2.7,14.0,25.6
4410.0,9940.0,0.0,62.77,87.55,0.0,252.0,75.6,32.4,0.0,180.0,736.0,1104.0,2.7,28.0,29.73
4410.0,9940.0,0.0,62.77,87.55,0.0,192.0,12.0,36.0,0.0,115.0,620.0,1443.0,1.2,3.0,28.3
4410.0,9940.0,0.0,62.77,87.55,0.0,192.0,12.0,36.0,0.0,115.0,620.0,1443.0,1.2,7.0,31.6
4410.0,9940.0,0.0,62.77,87.55,0.0,192.0,12.0,36.0,0.0,115.0,620.0,1443.0,1.2,14.0,33.6
4410.0,9940.0,0.0,62.77,87.55,0.0,192.0,12.0,36.0,0.0,115.0,620.0,1443.0,1.2,28.0,39.0
4410.0,9940.0,0.0,62.77,87.55,0.0,192.0,24.0,24.0,0.0,115.0,620.0,1443.0,1.2,3.0,24.4
4410.0,9940.0,0.0,62.77,87.55,0.0,192.0,24.0,24.0,0.0,115.0,620.0,1443.0,1.2,7.0,29.5
4410.0,9940.0,0.0,62.77,87.55,0.0,192.0,24.0,24.0,0.0,115.0,620.0,1443.0,1.2,14.0,32.6
4410.0,9940.0,0.0,62.77,87.55,0.0,192.0,24.0,24.0,0.0,115.0,620.0,1443.0,1.2,28.0,34.9
4410.0,9940.0,0.0,62.77,87.55,0.0,192.0,36.0,12.0,0.0,115.0,620.0,1443.0,1.2,3.0,23.7
4410.0,9940.0,0.0,62.77,87.55,0.0,192.0,36.0,12.0,0.0,115.0,620.0,1443.0,1.2,7.0,27.8
4410.0,9940.0,0.0,62.77,87.55,0.0,192.0,36.0,12.0,0.0,115.0,620.0,1443.0,1.2,14.0,30.1
4410.0,9940.0,0.0,62.77,87.55,0.0,192.0,36.0,12.0,0.0,115.0,620.0,1443.0,1.2,28.0,33.5
4410.0,0.0,0.0,62.77,0.0,0.0,192.0,48.0,0.0,0.0,115.0,620.0,1443.0,1.2,3.0,23.6
4410.0,0.0,0.0,62.77,0.0,0.0,192.0,48.0,0.0,0.0,115.0,620.0,1443.0,1.2,7.0,26.7
4410.0,0.0,0.0,62.77,0.0,0.0,192.0,48.0,0.0,0.0,115.0,620.0,1443.0,1.2,14.0,30.0
4410.0,0.0,0.0,62.77,0.0,0.0,192.0,48.0,0.0,0.0,115.0,620.0,1443.0,1.2,28.0,32.0
5200.0,1400.0,4600.0,56.09,88.08,47.41,200.0,40.0,80.0,80.0,160.0,870.0,960.0,1.2,3.0,15.8
5200.0,1400.0,4600.0,56.09,88.08,47.41,200.0,40.0,80.0,80.0,160.0,870.0,960.0,1.2,7.0,27.5
5200.0,1400.0,4600.0,56.09,88.08,47.41,200.0,40.0,80.0,80.0,160.0,870.0,960.0,1.2,28.0,37.6
5200.0,1400.0,4600.0,56.09,88.08,47.41,240.0,40.0,40.0,80.0,160.0,870.0,960.0,1.2,3.0,23.2
5200.0,1400.0,4600.0,56.09,88.08,47.41,240.0,40.0,40.0,80.0,160.0,870.0,960.0,1.2,7.0,33.8
5200.0,1400.0,4600.0,56.09,88.08,47.41,240.0,40.0,40.0,80.0,160.0,870.0,960.0,1.2,28.0,38.8
5200.0,1400.0,4600.0,56.09,88.08,47.41,240.0,40.0,80.0,40.0,160.0,870.0,960.0,1.2,3.0,17.7
5200.0,1400.0,4600.0,56.09,88.08,47.41,240.0,40.0,80.0,40.0,160.0,870.0,960.0,1.2,7.0,26.3
5200.0,1400.0,4600.0,56.09,88.08,47.41,240.0,40.0,80.0,40.0,160.0,870.0,960.0,1.2,28.0,32.7
6800.0,1363.0,1020.0,81.41,82.1,45.27,380.9,29.3,117.2,58.6,293.0,1758.0,0.0,3.52,3.0,15.1
6800.0,1363.0,1020.0,81.41,82.1,45.27,380.9,29.3,117.2,58.6,293.0,1758.0,0.0,3.52,7.0,35.7
6800.0,1363.0,1020.0,81.41,82.1,45.27,380.9,29.3,117.2,58.6,293.0,1758.0,0.0,3.52,28.0,54.0
6800.0,1363.0,1020.0,81.41,82.1,45.27,352.0,58.6,117.2,58.6,293.0,1758.0,0.0,3.52,3.0,13.2
6800.0,1363.0,1020.0,81.41,82.1,45.27,352.0,58.6,117.2,58.6,293.0,1758.0,0.0,3.52,7.0,32.5
6800.0,1363.0,1020.0,81.41,82.1,45.27,352.0,58.6,117.2,58.6,293.0,1758.0,0.0,3.52,28.0,51.6
6800.0,1363.0,1020.0,81.41,82.1,45.27,410.2,29.3,97.78,48.6,293.0,1758.0,0.0,3.52,3.0,17.5
6800.0,1363.0,1020.0,81.41,82.1,45.27,410.2,29.3,97.78,48.6,293.0,1758.0,0.0,3.52,7.0,37.5
6800.0,1363.0,1020.0,81.41,82.1,45.27,410.2,29.3,97.78,48.6,293.0,1758.0,0.0,3.52,28.0,58.9
6800.0,1363.0,1020.0,81.41,82.1,45.27,410.2,58.6,77.9,39.3,293.0,1758.0,0.0,3.52,3.0,16.6
6800.0,1363.0,1020.0,81.41,82.1,45.27,410.2,58.6,77.9,39.3,293.0,1758.0,0.0,3.52,7.0,34.5
6800.0,1363.0,1020.0,81.41,82.1,45.27,410.2,58.6,77.9,39.3,293.0,1758.0,0.0,3.52,28.0,53.5
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,126.0,0.0,0.0,185.0,740.0,1110.0,4.5,7.0,24.7
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,126.0,0.0,0.0,185.0,740.0,1110.0,4.5,14.0,31.1
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,126.0,0.0,0.0,185.0,740.0,1110.0,4.5,28.0,35.6
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,63.0,63.0,0.0,185.0,740.0,1110.0,4.5,7.0,27.5
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,63.0,63.0,0.0,185.0,740.0,1110.0,4.5,14.0,31.0
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,63.0,63.0,0.0,185.0,740.0,1110.0,4.5,28.0,39.4
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,63.0,32.0,32.0,185.0,740.0,1110.0,4.5,7.0,29.9
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,63.0,32.0,32.0,185.0,740.0,1110.0,4.5,14.0,34.5
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,63.0,32.0,32.0,185.0,740.0,1110.0,4.5,28.0,41.6
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,44.0,41.0,41.0,185.0,740.0,1110.0,4.5,7.0,29.2
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,44.0,41.0,41.0,185.0,740.0,1110.0,4.5,14.0,36.4
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,44.0,41.0,41.0,185.0,740.0,1110.0,4.5,28.0,43.7
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,25.0,50.0,50.0,185.0,740.0,1110.0,4.5,7.0,29.0
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,25.0,50.0,50.0,185.0,740.0,1110.0,4.5,14.0,35.9
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,25.0,50.0,50.0,185.0,740.0,1110.0,4.5,28.0,45.0
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,6.0,60.0,60.0,185.0,740.0,1110.0,4.5,7.0,32.6
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,6.0,60.0,60.0,185.0,740.0,1110.0,4.5,14.0,40.9
1587.0,595.0,1020.0,81.41,44.16,45.27,294.0,6.0,60.0,60.0,185.0,740.0,1110.0,4.5,28.0,54.1
646.0,595.0,1020.0,81.41,44.16,45.27,294.0,25.0,50.0,50.0,185.0,740.0,1110.0,4.5,7.0,26.4
646.0,595.0,1020.0,81.41,44.16,45.27,294.0,25.0,50.0,50.0,185.0,740.0,1110.0,4.5,14.0,32.9
646.0,595.0,1020.0,81.41,44.16,45.27,294.0,25.0,50.0,50.0,185.0,740.0,1110.0,4.5,28.0,41.0
1290.0,595.0,1020.0,81.41,44.16,45.27,294.0,25.0,50.0,50.0,185.0,740.0,1110.0,4.5,7.0,27.1
1290.0,595.0,1020.0,81.41,44.16,45.27,294.0,25.0,50.0,50.0,185.0,740.0,1110.0,4.5,14.0,34.6
1290.0,595.0,1020.0,81.41,44.16,45.27,294.0,25.0,50.0,50.0,185.0,740.0,1110.0,4.5,28.0,42.8
1311.0,595.0,1020.0,81.41,44.16,45.27,294.0,25.0,50.0,50.0,185.0,740.0,1110.0,4.5,7.0,28.6
1311.0,595.0,1020.0,81.41,44.16,45.27,294.0,25.0,50.0,50.0,185.0,740.0,1110.0,4.5,14.0,36.1
1311.0,595.0,1020.0,81.41,44.16,45.27,294.0,25.0,50.0,50.0,185.0,740.0,1110.0,4.5,28.0,46.1
1311.0,595.0,1020.0,81.41,44.16,45.27,294.0,8.5,17.0,17.0,185.0,740.0,1110.0,4.5,7.0,32.6
1311.0,595.0,1020.0,81.41,44.16,45.27,294.0,8.5,17.0,17.0,185.0,740.0,1110.0,4.5,14.0,42.2
1311.0,595.0,1020.0,81.41,44.16,45.27,294.0,8.5,17.0,17.0,185.0,740.0,1110.0,4.5,28.0,48.7
1311.0,595.0,1020.0,81.41,44.16,45.27,294.0,17.0,34.0,34.0,185.0,740.0,1110.0,4.5,7.0,29.8
1311.0,595.0,1020.0,81.41,44.16,45.27,294.0,17.0,34.0,34.0,185.0,740.0,1110.0,4.5,14.0,34.6
1311.0,595.0,1020.0,81.41,44.16,45.27,294.0,17.0,34.0,34.0,185.0,740.0,1110.0,4.5,28.0,45.2
1198.0,0.0,0.0,76.67,0.0,0.0,608.0,67.3,0.0,0.0,351.3,1654.7,0.0,0.0,3.0,19.0
1198.0,0.0,0.0,76.67,0.0,0.0,608.0,67.3,0.0,0.0,351.3,1654.7,0.0,0.0,7.0,25.15
1198.0,0.0,0.0,76.67,0.0,0.0,608.0,67.3,0.0,0.0,351.3,1654.7,0.0,0.0,14.0,30.67
1198.0,0.0,0.0,76.67,0.0,0.0,608.0,67.3,0.0,0.0,351.3,1654.7,0.0,0.0,28.0,36.5
1198.0,0.0,0.0,76.67,0.0,0.0,540.0,135.3,0.0,0.0,351.3,1654.7,0.0,0.0,3.0,14.4
1198.0,0.0,0.0,76.67,0.0,0.0,540.0,135.3,0.0,0.0,351.3,1654.7,0.0,0.0,7.0,19.0
1198.0,0.0,0.0,76.67,0.0,0.0,540.0,135.3,0.0,0.0,351.3,1654.7,0.0,0.0,14.0,23.9
1198.0,0.0,0.0,76.67,0.0,0.0,540.0,135.3,0.0,0.0,351.3,1654.7,0.0,0.0,28.0,29.8
1198.0,0.0,0.0,76.67,0.0,0.0,472.7,202.6,0.0,0.0,351.3,1654.7,0.0,0.0,3.0,10.7
1198.0,0.0,0.0,76.67,0.0,0.0,472.7,202.6,0.0,0.0,351.3,1654.7,0.0,0.0,7.0,17.2
1198.0,0.0,0.0,76.67,0.0,0.0,472.7,202.6,0.0,0.0,351.3,1654.7,0.0,0.0,14.0,19.6
1198.0,0.0,0.0,76.67,0.0,0.0,472.7,202.6,0.0,0.0,351.3,1654.7,0.0,0.0,28.0,22.4
1198.0,0.0,4580.0,76.67,0.0,47.5,506.6,67.3,0.0,101.3,351.3,1654.7,0.0,0.0,3.0,15.0
1198.0,0.0,4580.0,76.67,0.0,47.5,506.6,67.3,0.0,101.3,351.3,1654.7,0.0,0.0,7.0,20.9
1198.0,0.0,4580.0,76.67,0.0,47.5,506.6,67.3,0.0,101.3,351.3,1654.7,0.0,0.0,14.0,31.0
1198.0,0.0,4580.0,76.67,0.0,47.5,506.6,67.3,0.0,101.3,351.3,1654.7,0.0,0.0,28.0,36.8
1198.0,0.0,4580.0,76.67,0.0,47.5,438.6,135.3,0.0,101.3,351.3,1654.7,0.0,0.0,3.0,9.2
1198.0,0.0,4580.0,76.67,0.0,47.5,438.6,135.3,0.0,101.3,351.3,1654.7,0.0,0.0,7.0,16.6
1198.0,0.0,4580.0,76.67,0.0,47.5,438.6,135.3,0.0,101.3,351.3,1654.7,0.0,0.0,14.0,22.7
1198.0,0.0,4580.0,76.67,0.0,47.5,438.6,135.3,0.0,101.3,351.3,1654.7,0.0,0.0,28.0,28.5
1198.0,0.0,4580.0,76.67,0.0,47.5,371.3,202.6,0.0,101.3,351.3,1654.7,0.0,0.0,3.0,6.8
1198.0,0.0,4580.0,76.67,0.0,47.5,371.3,202.6,0.0,101.3,351.3,1654.7,0.0,0.0,7.0,13.5
1198.0,0.0,4580.0,76.67,0.0,47.5,371.3,202.6,0.0,101.3,351.3,1654.7,0.0,0.0,14.0,17.5
1198.0,0.0,4580.0,76.67,0.0,47.5,371.3,202.6,0.0,101.3,351.3,1654.7,0.0,0.0,28.0,22.1
1198.0,0.0,4580.0,76.67,0.0,47.5,405.3,67.3,0.0,202.6,351.3,1654.7,0.0,0.0,3.0,9.2
1198.0,0.0,4580.0,76.67,0.0,47.5,405.3,67.3,0.0,202.6,351.3,1654.7,0.0,0.0,7.0,17.7
1198.0,0.0,4580.0,76.67,0.0,47.5,405.3,67.3,0.0,202.6,351.3,1654.7,0.0,0.0,14.0,25.0
1198.0,0.0,4580.0,76.67,0.0,47.5,405.3,67.3,0.0,202.6,351.3,1654.7,0.0,0.0,28.0,34.8
1198.0,0.0,4580.0,76.67,0.0,47.5,338.0,135.3,0.0,202.6,351.3,1654.7,0.0,0.0,3.0,9.5
1198.0,0.0,4580.0,76.67,0.0,47.5,338.0,135.3,0.0,202.6,351.3,1654.7,0.0,0.0,7.0,14.9
1198.0,0.0,4580.0,76.67,0.0,47.5,338.0,135.3,0.0,202.6,351.3,1654.7,0.0,0.0,14.0,22.3
1198.0,0.0,4580.0,76.67,0.0,47.5,338.0,135.3,0.0,202.6,351.3,1654.7,0.0,0.0,28.0,30.5
1198.0,0.0,4580.0,76.67,0.0,47.5,270.0,202.6,0.0,202.6,351.3,1654.7,0.0,0.0,3.0,6.1
1198.0,0.0,4580.0,76.67,0.0,47.5,270.0,202.6,0.0,202.6,351.3,1654.7,0.0,0.0,7.0,11.0
1198.0,0.0,4580.0,76.67,0.0,47.5,270.0,202.6,0.0,202.6,351.3,1654.7,0.0,0.0,14.0,18.0
1198.0,0.0,4580.0,76.67,0.0,47.5,270.0,202.6,0.0,202.6,351.3,1654.7,0.0,0.0,28.0,25.9
1198.0,0.0,4580.0,76.67,0.0,47.5,304.0,67.3,0.0,304.0,351.3,1654.7,0.0,0.0,3.0,7.0
1198.0,0.0,4580.0,76.67,0.0,47.5,304.0,67.3,0.0,304.0,351.3,1654.7,0.0,0.0,7.0,15.6
